_id,title,videoUrl,thumbnailUrl,genre,duration,year,rating,description,comments[0],favorite-length,views,linked-article[0],outfile-linked[0],language,author,isTrending,linked-aricle[0],outfile-article[0],langage
652325b79ef8371057bb172e,1679380124517,videos/1-al_islam/1679380124517.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m55s,2023,4.2,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,979,10842,,,fr,,,,,
652325b79ef8371057bb172f,1680239786726,videos/1-al_islam/1680239786726.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m58s,2023,7.42,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,601,37449,,,fr,,,,,
652325b79ef8371057bb1730,1680289592156,videos/1-al_islam/1680289592156.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m49s,2023,7.14,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,786,46321,,,fr,,,,,
652325b79ef8371057bb1731,1680497450699,videos/1-al_islam/1680497450699.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m25s,2023,5.34,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,301,67620,,,fr,,,,,
652325b79ef8371057bb1732,1680564959244,videos/1-al_islam/1680564959244.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m37s,2023,5,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,256,26303,,,fr,,,,,
652325b79ef8371057bb1733,1680726423468,videos/1-al_islam/1680726423468.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,9m1s,2023,5.31,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,865,31078,,,fr,,,,,
652325b79ef8371057bb1734,1680781204335,videos/1-al_islam/1680781204335.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,3m11s,2023,6.34,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,397,64691,,,fr,,,,,
652325b79ef8371057bb1735,1680789510391,videos/1-al_islam/1680789510391.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,8m27s,2023,4.26,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,193,44532,,,fr,,,,,
652325b79ef8371057bb1736,1681583122978,videos/1-al_islam/1681583122978.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,7m26s,2023,4.76,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,204,15755,,,fr,,,,,
652325b79ef8371057bb1737,1681836944633,videos/1-al_islam/1681836944633.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m45s,2023,6.98,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,251,37961,,,fr,,,,,
652325b79ef8371057bb1738,1681837049786,videos/1-al_islam/1681837049786.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m55s,2023,8.22,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,950,24032,,,fr,,,,,
652325b79ef8371057bb1739,1681837361918,videos/1-al_islam/1681837361918.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,5m41s,2023,9.32,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,292,72927,,,fr,,,,,
652325b79ef8371057bb173a,1682484840140,videos/1-al_islam/1682484840140.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m51s,2023,5.79,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,602,27444,,,fr,,,,,
652325b79ef8371057bb173b,1682879383811,videos/1-al_islam/1682879383811.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,4m12s,2023,5,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,596,61357,,,fr,,,,,
652325b79ef8371057bb173c,1682889325776,videos/1-al_islam/1682889325776.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m3s,2023,8.59,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,378,56978,,,fr,,,,,
652325b79ef8371057bb173d,1682921456520,videos/1-al_islam/1682921456520.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m59s,2023,7.79,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,888,38483,,,fr,,,,,
652325b79ef8371057bb173e,1683151270716,videos/1-al_islam/1683151270716.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m40s,2023,4.97,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,584,34783,,,fr,,,,,
652325b79ef8371057bb173f,1683151348279,videos/1-al_islam/1683151348279.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m41s,2023,7.45,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,415,47118,,,fr,,,,,
652325b79ef8371057bb1740,1683235451624,videos/1-al_islam/1683235451624.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m29s,2023,5.99,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,948,20172,,,fr,,,,,
652325b79ef8371057bb1741,1683398452107,videos/1-al_islam/1683398452107.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m58s,2023,4.08,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,159,65501,,,fr,,,,,
652325b79ef8371057bb1742,1683473117332,videos/1-al_islam/1683473117332.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,5m38s,2023,4.79,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,440,38958,,,fr,,,,,
652325b79ef8371057bb1743,1683663876739,videos/1-al_islam/1683663876739.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m37s,2023,6.61,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,791,63658,,,fr,,,,,
652325b79ef8371057bb1744,1684045853764,videos/1-al_islam/1684045853764.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m41s,2023,8.36,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,325,12479,,,fr,,,,,
652325b79ef8371057bb1745,1684057905651,videos/1-al_islam/1684057905651.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m50s,2023,5.41,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,620,50179,,,fr,,,,,
652325b79ef8371057bb1746,1684178950636,videos/1-al_islam/1684178950636.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m34s,2023,9.89,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,155,2088,,,fr,,,,,
652325b79ef8371057bb1747,1684180299087,videos/1-al_islam/1684180299087.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m40s,2023,8.62,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,44,361,,,fr,,,,,
652325b79ef8371057bb1748,1684180664276,videos/1-al_islam/1684180664276.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m51s,2023,6.6,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,780,12872,,,fr,,,,,
652325b79ef8371057bb1749,1684186528114,videos/1-al_islam/1684186528114.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,10m0s,2023,8.43,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,63,70690,,,fr,,,,,
652325b79ef8371057bb174a,1684483873491,videos/1-al_islam/1684483873491.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m51s,2023,4.29,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,521,20031,,,fr,,,,,
652325b79ef8371057bb174b,Le libre arbitre depuis Adam,videos/1-al_islam/1684784337289.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m40s,2023,6.28,"Le libre arbitre, l'important ce n'est pas d'etre parfait ou de prendre toujours une décision propre a soi",,754,52987,,,fr,,,,,
652325b79ef8371057bb174c,1684875550984,videos/1-al_islam/1684875550984.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m2s,2023,5.86,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,697,27527,,,fr,,,,,
652325b79ef8371057bb174d,1685120051300,videos/1-al_islam/1685120051300.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m24s,2023,5.94,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,824,70080,,,fr,,,,,
652325b79ef8371057bb174e,1685120231083,videos/1-al_islam/1685120231083.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m40s,2023,8.77,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,243,62695,,,fr,,,,,
652325b79ef8371057bb174f,1685191412358,videos/1-al_islam/1685191412358.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m59s,2023,8.17,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,612,38651,,,fr,,,,,
652325b79ef8371057bb1750,1685294425906,videos/1-al_islam/1685294425906.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m10s,2023,7.43,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,698,18540,,,fr,,,,,
652325b79ef8371057bb1751,1685308819842,videos/1-al_islam/1685308819842.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m9s,2023,8.18,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,748,3591,,,fr,,,,,
652325b79ef8371057bb1752,1685358959603,videos/1-al_islam/1685358959603.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m47s,2023,5.29,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,406,56766,,,fr,,,,,
652325b79ef8371057bb1753,1685391389583,videos/1-al_islam/1685391389583.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m59s,2023,8.8,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,239,64562,,,fr,,,,,
652325b79ef8371057bb1754,1685397191600,videos/1-al_islam/1685397191600.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m20s,2023,5.02,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,359,38432,,,fr,,,,,
652325b79ef8371057bb1755,1685476355526,videos/1-al_islam/1685476355526.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m23s,2023,6.29,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,631,9984,,,fr,,,,,
652325b79ef8371057bb1756,1685560602799,videos/1-al_islam/1685560602799.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m57s,2023,5,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,431,60749,,,fr,,,,,
652325b79ef8371057bb1757,1685768767451,videos/1-al_islam/1685768767451.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,3m56s,2023,6.88,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,506,34752,,,fr,,,,,
652325b79ef8371057bb1758,1686595441038,videos/1-al_islam/1686595441038.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m42s,2023,4.29,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,914,7689,,,fr,,,,,
652325b79ef8371057bb1759,1687088362360,videos/1-al_islam/1687088362360.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m43s,2023,4.08,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,637,71146,,,fr,,,,,
652325b79ef8371057bb175a,1687411918306,videos/1-al_islam/1687411918306.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,3m58s,2023,4.61,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,663,19904,,,fr,,,,,
652325b79ef8371057bb175b,1687890902118,videos/1-al_islam/1687890902118.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m59s,2023,4.47,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,65,9722,,,fr,,,,,
652325b79ef8371057bb175c,1688990165286,videos/1-al_islam/1688990165286.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m9s,2023,5.15,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,341,73032,,,fr,,,,,
652325b79ef8371057bb175d,1689224899087,videos/1-al_islam/1689224899087.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,5m52s,2023,8.77,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,509,7681,,,fr,,,,,
652325b79ef8371057bb175e,1689242270017,videos/1-al_islam/1689242270017.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m0s,2023,8.14,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,115,52221,,,fr,,,,,
652325b79ef8371057bb175f,1689541170810,videos/1-al_islam/1689541170810.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m59s,2023,9.14,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,895,14437,,,fr,,,,,
652325b79ef8371057bb1760,1689541484070,videos/1-al_islam/1689541484070.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m38s,2023,4.34,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,298,43266,,,fr,,,,,
652325b79ef8371057bb1761,1689795000818,videos/1-al_islam/1689795000818.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m59s,2023,5.36,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,360,34564,,,fr,,,,,
652325b79ef8371057bb1762,1690047451576,videos/1-al_islam/1690047451576.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m24s,2023,6.59,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,280,38652,,,fr,,,,,
652325b79ef8371057bb1763,1690915431336,videos/1-al_islam/1690915431336.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m39s,2023,8.48,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,719,20984,,,fr,,,,,
652325b79ef8371057bb1764,1690931456873,videos/1-al_islam/1690931456873.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m0s,2023,9.88,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,397,45183,,,fr,,,,,
652325b79ef8371057bb1765,1691061584718,videos/1-al_islam/1691061584718.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,3m12s,2023,6.6,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,188,67842,,,fr,,,,,
652325b79ef8371057bb1766,1691097980677,videos/1-al_islam/1691097980677.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m4s,2023,4.87,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,326,5129,,,fr,,,,,
652325b79ef8371057bb1767,1691129146402,videos/1-al_islam/1691129146402.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m51s,2023,8.05,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,29,13347,,,fr,,,,,
652325b79ef8371057bb1768,1691146834688,videos/1-al_islam/1691146834688.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m43s,2023,9.31,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,247,61352,,,fr,,,,,
652325b79ef8371057bb1769,1691270215335,videos/1-al_islam/1691270215335.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,10m0s,2023,4.85,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,201,49422,,,fr,,,,,
652325b79ef8371057bb176a,1691309918161,videos/1-al_islam/1691309918161.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m19s,2023,8.25,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,516,19457,,,fr,,,,,
652325b79ef8371057bb176b,1691343233467,videos/1-al_islam/1691343233467.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m33s,2023,7.25,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,996,43858,,,fr,,,,,
652325b79ef8371057bb176c,1691359666045,videos/1-al_islam/1691359666045.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,3m38s,2023,8.85,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,710,70831,,,fr,,,,,
652325b79ef8371057bb176d,1691437029803,videos/1-al_islam/1691437029803.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m53s,2023,8.06,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,864,67454,,,fr,,,,,
652325b79ef8371057bb176e,1691438761780,videos/1-al_islam/1691438761780.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m16s,2023,6.91,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,748,54486,,,fr,,,,,
652325b79ef8371057bb176f,1691491670484,videos/1-al_islam/1691491670484.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m15s,2023,4.63,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,187,44229,,,fr,,,,,
652325b79ef8371057bb1770,1691954426123,videos/1-al_islam/1691954426123.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m0s,2023,5.72,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,843,73724,,,fr,,,,,
652325b79ef8371057bb1771,1692086003922,videos/1-al_islam/1692086003922.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m36s,2023,8.44,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,331,51443,,,fr,,,,,
652325b79ef8371057bb1772,1692134606047,videos/1-al_islam/1692134606047.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,1m13s,2023,5.21,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,83,65506,,,fr,,,,,
652325b79ef8371057bb1773,1692868196353,videos/1-al_islam/1692868196353.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m25s,2023,7.45,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,848,24855,,,fr,,,,,
652325b79ef8371057bb1774,1693464393746,videos/1-al_islam/1693464393746.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m55s,2023,5.23,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,377,36063,,,fr,,,,,
652325b79ef8371057bb1775,1694612022346,videos/1-al_islam/1694612022346.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,0m10s,2023,7.6,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,568,32443,,,fr,,,,,
652325b79ef8371057bb1776,1694669501941,videos/1-al_islam/1694669501941.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m16s,2023,6.46,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,5,19284,,,fr,,,,,
652325b79ef8371057bb1777,1694675635443,videos/1-al_islam/1694675635443.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,2m59s,2023,5.44,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,349,33169,,,fr,,,,,
652325b79ef8371057bb1778,1694760657694,videos/1-al_islam/1694760657694.mp4,thumbnails/1-al_islam/cpl3.png,1-al_islam,3m55s,2023,8.84,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",,534,1190,,,fr,,,,,
