id,title,videoUrl,genre,language,author,thumbnailUrl,duration,year,rating,description,favoriteLength,views,isTrending,isPremium
557893bb-c86d-4f08-ab22-2d87ede5773a,1680564959244,videos/1-al_islam/1680564959244.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m37s,2023,5,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,26303,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1680726423468,videos/1-al_islam/1680726423468.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,9m1s,2023,5.31,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,31078,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1680781204335,videos/1-al_islam/1680781204335.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,3m11s,2023,6.34,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,64691,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1680789510391,videos/1-al_islam/1680789510391.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,8m27s,2023,4.26,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,44532,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1681583122978,videos/1-al_islam/1681583122978.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,7m26s,2023,4.76,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,15755,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1681836944633,videos/1-al_islam/1681836944633.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m45s,2023,6.98,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,37961,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1681837049786,videos/1-al_islam/1681837049786.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m55s,2023,8.22,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,24032,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1681837361918,videos/1-al_islam/1681837361918.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,5m41s,2023,9.32,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,72927,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1682484840140,videos/1-al_islam/1682484840140.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m51s,2023,5.79,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,27444,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1682879383811,videos/1-al_islam/1682879383811.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,4m12s,2023,5,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,61357,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1682889325776,videos/1-al_islam/1682889325776.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m3s,2023,8.59,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,56978,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1682921456520,videos/1-al_islam/1682921456520.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m59s,2023,7.79,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,38483,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1683151270716,videos/1-al_islam/1683151270716.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m40s,2023,4.97,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,34783,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1683151348279,videos/1-al_islam/1683151348279.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m41s,2023,7.45,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,47118,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1683235451624,videos/1-al_islam/1683235451624.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m29s,2023,5.99,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,20172,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1683398452107,videos/1-al_islam/1683398452107.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m58s,2023,4.08,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,65501,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1683473117332,videos/1-al_islam/1683473117332.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,5m38s,2023,4.79,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,38958,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1683663876739,videos/1-al_islam/1683663876739.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m37s,2023,6.61,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,63658,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1684045853764,videos/1-al_islam/1684045853764.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m41s,2023,8.36,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,12479,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1684057905651,videos/1-al_islam/1684057905651.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m50s,2023,5.41,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,50179,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1684178950636,videos/1-al_islam/1684178950636.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m34s,2023,9.89,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,2088,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1684180299087,videos/1-al_islam/1684180299087.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m40s,2023,8.62,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,361,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1684180664276,videos/1-al_islam/1684180664276.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m51s,2023,6.6,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,12872,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1684186528114,videos/1-al_islam/1684186528114.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,10m0s,2023,8.43,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,70690,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1684483873491,videos/1-al_islam/1684483873491.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m51s,2023,4.29,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,20031,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,Le libre arbitre depuis Adam,videos/1-al_islam/1684784337289.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m40s,2023,6.28,"Le libre arbitre, l'important ce n'est pas d'etre parfait ou de prendre toujours une décision propre a soi",0,52987,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1684875550984,videos/1-al_islam/1684875550984.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m2s,2023,5.86,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,27527,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685120051300,videos/1-al_islam/1685120051300.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m24s,2023,5.94,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,70080,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685120231083,videos/1-al_islam/1685120231083.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m40s,2023,8.77,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,62695,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685191412358,videos/1-al_islam/1685191412358.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m59s,2023,8.17,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,38651,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685294425906,videos/1-al_islam/1685294425906.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m10s,2023,7.43,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,18540,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685308819842,videos/1-al_islam/1685308819842.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m9s,2023,8.18,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,3591,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685358959603,videos/1-al_islam/1685358959603.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m47s,2023,5.29,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,56766,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685391389583,videos/1-al_islam/1685391389583.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m59s,2023,8.8,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,64562,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685397191600,videos/1-al_islam/1685397191600.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m20s,2023,5.02,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,38432,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685476355526,videos/1-al_islam/1685476355526.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m23s,2023,6.29,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,9984,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685560602799,videos/1-al_islam/1685560602799.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m57s,2023,5,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,60749,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1685768767451,videos/1-al_islam/1685768767451.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,3m56s,2023,6.88,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,34752,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1686595441038,videos/1-al_islam/1686595441038.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m42s,2023,4.29,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,7689,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1687088362360,videos/1-al_islam/1687088362360.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m43s,2023,4.08,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,71146,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1687411918306,videos/1-al_islam/1687411918306.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,3m58s,2023,4.61,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,19904,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1687890902118,videos/1-al_islam/1687890902118.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m59s,2023,4.47,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,9722,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1688990165286,videos/1-al_islam/1688990165286.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m9s,2023,5.15,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,73032,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1689224899087,videos/1-al_islam/1689224899087.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,5m52s,2023,8.77,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,7681,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1689242270017,videos/1-al_islam/1689242270017.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m0s,2023,8.14,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,52221,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1689541170810,videos/1-al_islam/1689541170810.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m59s,2023,9.14,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,14437,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1689541484070,videos/1-al_islam/1689541484070.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m38s,2023,4.34,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,43266,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1689795000818,videos/1-al_islam/1689795000818.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m59s,2023,5.36,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,34564,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1690047451576,videos/1-al_islam/1690047451576.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m24s,2023,6.59,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,38652,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1690915431336,videos/1-al_islam/1690915431336.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m39s,2023,8.48,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,20984,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1690931456873,videos/1-al_islam/1690931456873.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m0s,2023,9.88,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,45183,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691061584718,videos/1-al_islam/1691061584718.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,3m12s,2023,6.6,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,67842,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691097980677,videos/1-al_islam/1691097980677.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m4s,2023,4.87,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,5129,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691129146402,videos/1-al_islam/1691129146402.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m51s,2023,8.05,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,13347,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691146834688,videos/1-al_islam/1691146834688.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m43s,2023,9.31,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,61352,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691270215335,videos/1-al_islam/1691270215335.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,10m0s,2023,4.85,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,49422,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691309918161,videos/1-al_islam/1691309918161.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m19s,2023,8.25,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,19457,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691343233467,videos/1-al_islam/1691343233467.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m33s,2023,7.25,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,43858,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691359666045,videos/1-al_islam/1691359666045.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,3m38s,2023,8.85,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,70831,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691437029803,videos/1-al_islam/1691437029803.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m53s,2023,8.06,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,67454,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691438761780,videos/1-al_islam/1691438761780.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m16s,2023,6.91,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,54486,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691491670484,videos/1-al_islam/1691491670484.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m15s,2023,4.63,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,44229,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1691954426123,videos/1-al_islam/1691954426123.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m0s,2023,5.72,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,73724,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1692086003922,videos/1-al_islam/1692086003922.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m36s,2023,8.44,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,51443,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1692134606047,videos/1-al_islam/1692134606047.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,1m13s,2023,5.21,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,65506,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1692868196353,videos/1-al_islam/1692868196353.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,2m25s,2023,7.45,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,24855,False,False
557893bb-c86d-4f08-ab22-2d87ede5773a,1693464393746,videos/1-al_islam/1693464393746.mp4,1-al_islam,fr,,thumbnails/1-al_islam/cpl3.png,0m55s,2023,5.23,"Pas encore de description, donc voici une citation: Le terre-eau des guerres est votre peur, leur semence est votre manque, Maudissez qui sème en terre de providences. Orland Opal",0,36063,False,False
